,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11
10977,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220020023000,Cancer Reagents,PH220020035400,Cancer,PH220020041105,CAN Single Color,PH220020051296,CAN Single ASR,340724,CD56 PE NCAM16.2 ASR,340724-CD56 PE NCAM16.2 ASR,BDB-340724,"$202,369 ","1,288",Matched by 2024 Material ID,BACTEC vials
10978,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731017,Venovo,PH240113741053,Venovo (LD Venous Stent),PH240113751053,Venovo (LD Venous Stent),VENEM12100,AVUS OUS 12MMX100MMX800MM,VENEM12100-AVUS OUS 12MMX100MMX800MM,PI-VENEM12100,"$651,995 ","1,286",Matched by 2024 Material ID,PowerPort
10979,BDI,SUR,Surgery,SUR,Surgery,2401342,Biosurgery,PH240134221004,TissuePatch,PH240134231006,TissuePatch,PH240134241024,TissuePatchDural,PH240134251024,TissuePatchDural,TD-01,TissuePatchDural 25x50mm,TD-01-TissuePatchDural 25x50mm,SUR-TD-01,"$209,664 ","1,285",Matched by 2024 Material ID,Veritor Assays
10980,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051259,Briliant Stain Buffer (Core Sirigen),568264,Brilliant Stain Buffer Plus 100Tst,568264-Brilliant Stain Buffer Plus 100Tst,BDB-568264,"$156,664 ","1,285",Matched by 2024 Material ID,BACTEC vials
10981,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04326OEM,STYLE 6113 ALT POLY 26MM,R04326OEM-STYLE 6113 ALT POLY 26MM,PI-R04326OEM,"$102,228 ","1,285",Matched by 2024 Material ID,Safety Wingset
10982,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241040021002,Port Access,PH231040031009,Port Access Needles,PH231040041038,SafeStep_PAK,PH241020051604,20_1.5 in,PA-0038,DOT PRT ACC W/SSTEP SIS,PA-0038-DOT PRT ACC W/SSTEP SIS,MDS-PA-0038,"$19,131 ","1,285",Matched by 2024 Material ID,Safety Wingset
10983,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721004,Heart,PH240113731002,Clearsteam PTCA,PH240113741009,PTCA Clearstream Balloons,PH240113751009,PTCA Clearstream Balloons,48522030,BANTAM3MMX22CM-130CM,48522030-BANTAM3MMX22CM-130CM,PI-48522030,"$182,521 ","1,284",Matched by 2024 Material ID,Safety Wingset
10984,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731017,Venovo,PH240113741053,Venovo (LD Venous Stent),PH240113751053,Venovo (LD Venous Stent),VENEM14120,AVUS OUS 14MMX120MMX800MM,VENEM14120-AVUS OUS 14MMX120MMX800MM,PI-VENEM14120,"$809,026 ","1,283",Matched by 2024 Material ID,PowerPort
10985,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731009,Ultraverse,PH240113741031,Ultraverse 018,PH240113751031,Ultraverse 018,U8150330,ULTRAVERSE018PTADILATATIONCATH 150CM X 3MM X 300MM,U8150330-ULTRAVERSE018PTADILATATIONCATH 150CM X 3MM X 300MM,PI-U8150330,"$180,712 ","1,283",Matched by 2024 Material ID,PowerPort
10986,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241020021009,PICC,PH241020031073,PowerPICC,PH241020041381,CK,PH241020051709,DL_5FR_NoTech_IR,CK000197,PPICC 5FR DL FT IR W/,CK000197-PPICC 5FR DL FT IR W/,MDS-CK000197,"$75,196 ","1,280",Matched by 2024 Material ID,Safety Wingset
10987,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141027,Polyurethane Stents,PH240152151027,Polyurethane Stents,57710050,K-S-URO-PC 7/30,57710050-K-S-URO-PC 7/30,UCC-57710050,"$53,499 ","1,280",Matched by 2024 Material ID,Purewick catheter
10988,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131007,Ureterals,PH240152141046,Wov Uret Whistle,PH240152151046,Wov Uret Whistle,62450310,SELECTIP 6F 69CM 1HOLECYL,62450310-SELECTIP 6F 69CM 1HOLECYL,UCC-62450310,"$27,466 ","1,280",Matched by 2024 Material ID,Purewick catheter
10989,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121012,Service,PH230600131108,Alaris System Service Parts,PH230600141248,Infusion Products NONCATALOG,PH230600151402,Infusion Products NONCATALOG,49000553,KIT IUI CONN (RIGHT 100?in) 8XXX.,49000553-KIT IUI CONN (RIGHT 100?in) 8XXX.,MMS-49000553,"$25,810 ","1,280",Matched by 2024 Material ID,Safety Wingset
10990,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401521,Total Acute Urology,PH240152121002,Urological Drainage,PH240152131042,Other Urine Collection Devices,PH240152141191,Lifemed Drainage Bags,PH240152151191,Lifemed Drainage Bags,L153515,AUSTRALIAN DRAIN BAG,L153515-AUSTRALIAN DRAIN BAG,UCC-L153515,"$19,111 ","1,280",Matched by 2024 Material ID,Purewick canister & tubing
10991,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421650,Other Microbiology,PH211100436700,All Other Microbiology,PH211100441312,Urotube,PH211100451561,Urotube,257496,Urinax Cled/Macconkey Agar,257496-Urinax Cled/Macconkey Agar,DS-257496,"$3,621 ","1,280",Matched by 2024 Material ID,Vacutainer tubes
10992,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021025,IVA Q-Syte,PH230100031067,IVA Extension Sets - Q-Syte,PH230100041130,Q-Syte,PH230100051131,Q-Syte,385404-ZAT,EXT/RED/1CQ/MQ/SB/50CM,385404-ZAT-EXT/RED/1CQ/MQ/SB/50CM,MDS-385404-ZAT,"$1,544 ","1,280",Matched by 2024 Material ID,Vacutainer tubes
10993,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241020021009,PICC,PH241020031073,PowerPICC,PH241020041375,Basic,PH241020051688,DL_4FR_NoTech_RN,3274118J,PPICC SV 4F DL BASIC,3274118J-PPICC SV 4F DL BASIC,MDS-3274118J,"$168,851 ","1,278",Matched by 2024 Material ID,Safety Wingset
10994,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131001,Dilation Products,PH240152141006,Heyman Followers,PH240152151006,Heyman Followers,21300,HEYMAN FOLLOWER COMPL SET,021300-HEYMAN FOLLOWER COMPL SET,UCC-021300,"$246,650 ","1,277",Classified by ML model,purewick catheter
10995,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421700,Industrial Microbiology,PH211100436850,Liquid Media - Industrial,PH211100441319,Industrial Bottled Media,PH211100451573,Bottled Media Std,257826,BAG TAT+1.5A  2 X 5L,257826-BAG TAT+1.5A  2 X 5L,DS-257826,"$190,032 ","1,276",Classified by ML model,vacutainer tubes
10996,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMDH310112,RUSCH SYMPACATH AQUAFLATE CATHETER 12CH MALE,UKRMDH310112-RUSCH SYMPACATH AQUAFLATE CATHETER 12CH MALE,UCC-UKRMDH310112,"$11,191 ","1,276",Matched by 2024 Material ID,Purewick catheter
10997,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034850,Non Sirigen - Support (Flow Cytometry),PH220080041089,Non Sirigen - Support (Flow Cytometry),PH220080051250,Support (Core Non-Sirigen),561527,Accutase Cell Detachment Solution 100 mL,561527-Accutase Cell Detachment Solution 100 mL,BDB-561527,"$46,700 ","1,275",Matched by 2024 Material ID,BACTEC vials
10998,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220050021200,Open System HIV,PH220020037150,Single Color Open System HIV,PH220020041158,CI Single Col,PH220020051390,CI Single Col RUO,340440,CD3 APC SK7 100 Tests RUO/GMP,340440-CD3 APC SK7 100 Tests RUO/GMP,BDB-340440,"$643,059 ","1,274",Matched by 2024 Material ID,BACTEC vials
10999,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220050021200,Open System HIV,PH220020037150,Single Color Open System HIV,PH220020041158,CI Single Col,PH220020051389,CI Single Col IVD,665748,CD3 PERCP (SK7) CNIVD,665748-CD3 PERCP (SK7) CNIVD,BDB-665748,"$325,846 ","1,274",Matched by 2024 Material ID,BACTEC vials
11000,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),557659,Ms CD45 APC-Cy7 30-F11 100ug,557659-Ms CD45 APC-Cy7 30-F11 100ug,BDB-557659,"$173,250 ","1,274",Matched by 2024 Material ID,BACTEC vials
11001,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220050021150,Open System Controls,PH220050031300,Process Controls,PH220050041012,CI Process Control,PH220050051028,CI Proc Ctrl IVD,340912,BD Multi-Check Control 2X2.5mL IVD,340912-BD Multi-Check Control 2X2.5mL IVD,BDB-340912,"$132,668 ","1,274",Matched by 2024 Material ID,BACTEC vials
11002,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421700,Industrial Microbiology,PH211100436900,DCM,PH211100441326,Selective & Diff Media,PH211100451586,Selective & Diff Media,211221,Bottle Levine EMB Agar BBL 500G,211221-Bottle Levine EMB Agar BBL 500G,DS-211221,"$79,533 ","1,274",Matched by 2024 Material ID,BACTEC vials
11003,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRM12010,ADHESIVE REMOVER SPRAY 50ML (1),UKRM12010-ADHESIVE REMOVER SPRAY 50ML (1),UCC-UKRM12010,"$16,741 ","1,272",Matched by 2024 Material ID,Purewick catheter
11004,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031016,Encor Probes,PH240111041060,Encor Disposable Accessories,PH240111051075,Encor Disposable Accessories,SCCAN02,Encor Vacuum Canister,SCCAN02-Encor Vacuum Canister,PI-SCCAN02,"$8,046 ","1,272",Classified by ML model,safety wingset
11005,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRM1122,OPTILUBE STERILE LUBRICATING GEL 82G,UKRM1122-OPTILUBE STERILE LUBRICATING GEL 82G,UCC-UKRM1122,"$3,015 ","1,272",Matched by 2024 Material ID,Purewick catheter
11006,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306003,Alaris Plus,PH230600321003,Service,PH230600331081,Alaris Plus Service Parts,PH230600341201,Service Parts,PH230600351367,SP,1000SP02115,SP PLUNGER ASSEMBLY KIT.,1000SP02115-SP PLUNGER ASSEMBLY KIT.,MMS-1000SP02115,"$78,123 ",585,EXCLUDED: SERVICE,EXCLUDE
11007,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421700,Industrial Microbiology,PH211100436900,DCM,PH211100441329,Food/Dairy/Bev Media,PH211100451592,Food/Dairy/Bev Media,271210,Bottle Yeast Mold Agar 500G,271210-Bottle Yeast Mold Agar 500G,DS-271210,"$142,732 ","1,271",Matched by 2024 Material ID,BACTEC vials
11008,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131021,Silicone Catheters,PH240153141043,HC Foley Catheter,PH240153151043,HC Foley Catheter,D226308,PEDIATRIC 2-WAY 3/5ML EUROPE ONLY,D226308-PEDIATRIC 2-WAY 3/5ML EUROPE ONLY,UCC-D226308,"$13,744 ","1,271",Matched by 2024 Material ID,Purewick catheter
11009,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),612944,Hu CD16 BUV496 3G8 100Tst,612944-Hu CD16 BUV496 3G8 100Tst,BDB-612944,"$427,196 ","1,270",Matched by 2024 Material ID,BACTEC vials
11010,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241020021009,PICC,PH241020031073,PowerPICC,PH241020041398,IR,PH241020051753,SL_4FR_NoTech_IR,3274335J,PPICC SV 4F DL 135CM,3274335J-PPICC SV 4F DL 135CM,MDS-3274335J,"$160,808 ","1,270",Matched by 2024 Material ID,Safety Wingset
11011,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241020021008,PICC Other,PH241020031064,Introducers-Safety,PH241020041262,Introducers-Safety,PH241020051403,Introducers-Safety,384010,INTROSYTE AUTOGUARD 20G INTRO ONLY,384010-INTROSYTE AUTOGUARD 20G INTRO ONLY,MDS-384010,"$48,520 ","1,270",Matched by 2024 Material ID,Safety Wingset
11012,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRM10645B,FIX IT STRAP ABDOMINAL (5),UKRM10645B-FIX IT STRAP ABDOMINAL (5),UCC-UKRM10645B,"$5,659 ","1,270",Matched by 2024 Material ID,Purewick catheter
11013,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051291,Buffers/Solutions,560098,Hu FoxP3 Buffer Set 100Tst,560098-Hu FoxP3 Buffer Set 100Tst,BDB-560098,"$153,162 ","1,269",Matched by 2024 Material ID,BACTEC vials
11014,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121007,Stents and Stent Grafts ESKD,PH240112131014,Covera,PH240112141038,Covera,PH240112151038,Covera,AVFM08060,COVERA8MMX60MMX80CM,AVFM08060-COVERA8MMX60MMX80CM,PI-AVFM08060,"$3,479,271 ","1,269",Matched by 2024 Material ID,PowerPort
11015,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421400,Other Core Micro,PH211100434900,Lab Reagents,PH211100441193,Stain Kits,PH211100451333,Stain Kits,212522,Kit Tb Stain Kit K,212522-Kit Tb Stain Kit K,DS-212522,"$97,408 ","1,269",Matched by 2024 Material ID,BACTEC vials
11016,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401521,Total Acute Urology,PH240152121002,Urological Drainage,PH240152131018,Criticore Accessories,PH240152141071,Monitor Parts & Repair,PH240152151071,Monitor Parts & Repair,153622,1/8 TO 1/4 EXT CABLE,153622-1/8 TO 1/4 EXT CABLE,UCC-153622,"$13,731 ","1,269",Matched by 2024 Material ID,Purewick canister & tubing
11017,BLS,BDB,Biosciences,BDB,Biosciences,2200300,Service,PH220030021550,Technical Support Service,PH220030031950,Time and Materials,PH220030041027,Time and Materials,PH220030051127,Time and Materials FACSAria Fusion,33035227,PCB Assembly Droplet High Volt Service,33035227-PCB Assembly Droplet High Volt Service,BDB-33035227,"$77,886 ",6,EXCLUDED: SERVICE,EXCLUDE
11018,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021004,Biopsy Needles and Accessories,PH240111031043,Core Needle Biopsy Capital,PH240111041047,Magnum Capital,PH240111051062,Magnum Capital,MG1522,Magnum Instrument,MG1522-Magnum Instrument,PI-MG1522,"$1,634,237 ","1,267",Matched by 2024 Material ID,Safety Wingset
11019,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121004,PTA ESKD,PH240112131006,Conquest PTA,PH240112141024,Conquest PTA,PH240112151024,Conquest PTA,CQ120104,653 5.8FX120CM 10MMX4CM,CQ120104-653 5.8FX120CM 10MMX4CM,PI-CQ120104,"$209,469 ","1,266",Matched by 2024 Material ID,PowerPort
11020,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121004,PTA ESKD,PH240112131019,Atlas Gold PTA,PH240112141021,Atlas Gold PTA,PH240112151021,Atlas Gold PTA,ATG120122,ATLAS GOLD 120CMX12MMX2CM,ATG120122-ATLAS GOLD 120CMX12MMX2CM,PI-ATG120122,"$404,477 ","1,265",Matched by 2024 Material ID,PowerPort
11021,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921002,Complex Abdominal Wall Reconstruction,PH240131931004,Phasix,PH240131941009,Phasix ST,PH240131951009,Phasix ST,1200008G,PHASIX ST MESH 8CM CIRCLE,1200008G-PHASIX ST MESH 8CM CIRCLE,SUR-1200008G,"$734,947 ","1,261",Matched by 2024 Material ID,Veritor Assays
11022,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220020023000,Cancer Reagents,PH220020035400,Cancer,PH220020041105,CAN Single Color,PH220020051300,CAN Single RUO-GMP,340923,CD10 APC HI10a 100 Tests RUO/GMP,340923-CD10 APC HI10a 100 Tests RUO/GMP,BDB-340923,"$594,182 ","1,260",Matched by 2024 Material ID,BACTEC vials
11023,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMW2TAM10,WYCATH H20 HYDRO CATHETER WITH WATER SACHET MALE 10CH,UKRMW2TAM10-WYCATH H20 HYDRO CATHETER WITH WATER SACHET MALE 10CH,UCC-UKRMW2TAM10,"$2,445 ","1,260",Matched by 2024 Material ID,Purewick catheter
11024,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMWHM10,CLINIMED CURAN ADVANTAGE MALE 10CH (30),UKRMWHM10-CLINIMED CURAN ADVANTAGE MALE 10CH (30),UCC-UKRMWHM10,"$2,143 ","1,260",Matched by 2024 Material ID,Purewick catheter
11025,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMOSMXL4012,NON BARD OTHER ONGOING - ROCHESTER,UKRMOSMXL4012-NON BARD OTHER ONGOING - ROCHESTER,UCC-UKRMOSMXL4012,"$2,110 ","1,260",Matched by 2024 Material ID,Purewick catheter
11026,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023450,FACSVia,PH220020036850,FACSVia Options,PH220020041145,FACSVia Options,PH220020051361,FACSVia Other Options and Upgrades,660586,BD Extended Flow Cell Clean Solution,660586-BD Extended Flow Cell Clean Solution,BDB-660586,"$58,453 ","1,258",Matched by 2024 Material ID,Neopak
11027,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121000,Chronic Dialysis Catheters,PH240112131001,Chronic Dialysis Accessories,PH240112141010,Dialysis Accessories,PH240112151010,Dialysis Accessories,5513150,VALVED INTRODUCER ACCESSORY,5513150-VALVED INTRODUCER ACCESSORY,PI-5513150,"$169,448 ","1,258",Matched by 2024 Material ID,PowerPort
11028,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220020023800,Other Reagents,PH220020037450,Other Reagents,PH220020041174,Other Clinical,PH220020051422,OC Single RUO-GMP,340507,Hu PAC-1 FITC PAC-1 50 Tests RUO/GMP,340507-Hu PAC-1 FITC PAC-1 50 Tests RUO/GMP,BDB-340507,"$286,698 ","1,257",Matched by 2024 Material ID,BACTEC vials
11029,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436050,Sensi Disc,PH211100441258,Sensi Disc Specials,PH211100451454,Specials,291093,DISC OFLOXACIN OFX-5 JAPAN,291093-DISC OFLOXACIN OFX-5 JAPAN,DS-291093,"$6,193 ","1,257",Matched by 2024 Material ID,Vacutainer tubes
11030,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMCSSU2L,CLINISURE SINGLE USE DRAINABLE NIGHT BAG 2L T-TAP (10),UKRMCSSU2L-CLINISURE SINGLE USE DRAINABLE NIGHT BAG 2L T-TAP (10),UCC-UKRMCSSU2L,$503 ,"1,256",Matched by 2024 Material ID,Purewick catheter
11031,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410200,Advanced Access Devices,PH241020021010,Dialysis Access,PH241020031001,Acute Dialysis,PH241020041315,Trialysis,PH241020051941,Alpha Pre-Curved Shaft_Full Procedure Tray_15_13 F,5655150,DOT TRIALYSIS PC SHAFT,5655150-DOT TRIALYSIS PC SHAFT,MDS-5655150,"$293,657 ","1,255",Matched by 2024 Material ID,Safety Wingset
11032,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021004,Biopsy Needles and Accessories,PH240111031013,Mission Needles,PH240111041055,Mission Needles,PH240111051070,Mission Needles,1406MS,MISSION 14G X 6CM,1406MS-MISSION 14G X 6CM,PI-1406MS,"$65,707 ","1,255",Matched by 2024 Material ID,Safety Wingset
11033,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421700,Industrial Microbiology,PH211100436900,DCM,PH211100441327,Non-Selective Media,PH211100451588,Non-Selective Media,211124,Bottle Columbia Agar Base 500G,211124-Bottle Columbia Agar Base 500G,DS-211124,"$75,789 ","1,254",Matched by 2024 Material ID,BACTEC vials
11034,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921004,Ventral,PH240131931009,Lap Ventral,PH240131941034,Ventralight ST W/ Echo PS,PH240131951034,Ventralight ST W/ Echo PS,5955450G,VENTRALIGHT ST ECHOPS 11.4CM,5955450G-VENTRALIGHT ST ECHOPS 11.4CM,SUR-5955450G,"$552,283 ","1,254",Matched by 2024 Material ID,PowerPort
11035,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121001,TTM Disposables,PH240151131001,Arctic Sun-Disposables,PH240151141077,Arctic Sun-Disposables,PH240151151002,Arctic Sun-Disposables,318-02-02,ARTICGEL PAD NEONATAL X 2 CASE,318-02-02-ARTICGEL PAD NEONATAL X 2 CASE,UCC-318-02-02,"$1,153,391 ","1,253",Matched by 2024 Material ID,Purewick canister & tubing
11036,BLS,BDB,Biosciences,BDB,Biosciences,2200500,Clinical Reagents,PH220020023500,Fluids/QC Reagents,PH220020037000,Fluids/QC Reagents,PH220020041149,QC Reagents,PH220020051368,QC CalBRITE Bead IVD,662961,Kit FC Beads 7 Color US IVD,662961-Kit FC Beads 7 Color US IVD,BDB-662961,"$533,381 ","1,251",Matched by 2024 Material ID,BACTEC vials
11037,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401521,Total Acute Urology,PH240152121002,Urological Drainage,PH240152131027,IC Latex Trays,PH240152141097,I/C Foley Tray with Statlock,PH240152151097,I/C Foley Tray with Statlock,7760024LR,M/KIT W/RND UROBAG/COMP-0165SI,7760024LR-M/KIT W/RND UROBAG/COMP-0165SI,UCC-7760024LR,"$14,261 ","1,251",Matched by 2024 Material ID,Purewick canister & tubing
11038,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121007,Stents and Stent Grafts ESKD,PH240112131016,Fluency,PH240112141041,Fluency,PH240112151041,Fluency,FVL10060,FLUENCY + VASC 10X60X117 9F,FVL10060-FLUENCY + VASC 10X60X117 9F,PI-FVL10060,"$803,350 ","1,250",Matched by 2024 Material ID,PowerPort
11039,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731005,Other PTA,PH240113741022,Halo One,PH240113751022,Halo One,HLO61018FHK,HALO ONE 10CM X 6F X 018F,HLO61018FHK-HALO ONE 10CM X 6F X 018F,PI-HLO61018FHK,"$77,116 ","1,250",Matched by 2024 Material ID,Purewick canister & tubing
11040,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436200,BioTyper Reagents/Accessories,PH211100441282,BioTyper Reagents/Accessories,PH211100451508,LT MALDI-TOF Reagents/Access,268711,Disposable Maldi Biotarget 48 25 Pcs,268711-Disposable Maldi Biotarget 48 25 Pcs,DS-268711,"$38,567 ","1,250",Matched by 2024 Material ID,BACTEC vials
11041,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021029,IVA MaxZero,PH230100031063,IVA Extension Sets - MaxZero,PH230100041126,MaxZero,PH230100051127,MaxZero,MFX2603MZ,3-WAY EXTENSION SET WITH MAXZERO CONNECT,MFX2603MZ-3-WAY EXTENSION SET WITH MAXZERO CONNECT,MDS-MFX2603MZ,"$6,330 ","1,250",Matched by 2024 Material ID,Vacutainer tubes
11042,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),563256,Hu CD8 BV510 RPA-T8 50Tst,563256-Hu CD8 BV510 RPA-T8 50Tst,BDB-563256,"$252,259 ","1,249",Matched by 2024 Material ID,BACTEC vials
